,id,sys_end_time,city,city_code,time_of_arrival,geo_location,location_address,location_type,Index1,time,parit,teorshlilihiyuvi,teortext,gender,age,point_type
301,49,2021-07-14 12:14:35,רמלה,8500,11:49:00,"31.9258613,34.8708895",ביאליק,רחוב מסחרי,1,11:52:00,גריקן,שלילית,‏גריקן נזרוק ליד הפח זבל,זכר,20-29,רחוב מסחרי
302,49,2021-07-14 12:14:35,רמלה,8500,11:49:00,"31.9258613,34.8708895",ביאליק,רחוב מסחרי,2,11:53:00,עטיפה של ארטיק,שלילית,עטיפה של ארטיק נזרקה על המדרכה,נקבה,20-29,רחוב מסחרי
303,49,2021-07-14 12:14:35,רמלה,8500,11:49:00,"31.9258613,34.8708895",ביאליק,רחוב מסחרי,3,,כוס שתייה,שלילית,כוס שתייה קרה נזרק על המדרכה,נקבה,20-29,רחוב מסחרי
304,49,2021-07-14 12:14:35,רמלה,8500,11:49:00,"31.9258613,34.8708895",ביאליק,רחוב מסחרי,4,11:56:00,שקית מזון,שלילית,עטיפה של מזון נזרקה על המדרכה,נקבה,20-29,רחוב מסחרי
305,49,2021-07-14 12:14:35,רמלה,8500,11:49:00,"31.9258613,34.8708895",ביאליק,רחוב מסחרי,5,11:58:00,פחית שתיה,שלילית,פחית שתייה זרוק על הכביש,זכר,10-19,רחוב מסחרי
306,49,2021-07-14 12:14:35,רמלה,8500,11:49:00,"31.9258613,34.8708895",ביאליק,רחוב מסחרי,6,11:59:00,קרטון,שלילית,קרטון זרוק על בכביש,נקבה,20-29,רחוב מסחרי
307,49,2021-07-14 12:14:35,רמלה,8500,11:49:00,"31.9258613,34.8708895",ביאליק,רחוב מסחרי,7,12:02:00,שקית של חטיף,שלילית,שקית חטיף זרוקה על המדרכה,זכר,10-19,רחוב מסחרי
308,49,2021-07-14 12:14:35,רמלה,8500,11:49:00,"31.9258613,34.8708895",ביאליק,רחוב מסחרי,8,12:08:00,כוס שתייה קרה,שלילית,כוס שתיה קרה זרוק על הכביש,זכר,20-29,רחוב מסחרי
309,49,2021-07-14 12:14:35,רמלה,8500,11:49:00,"31.9258613,34.8708895",ביאליק,רחוב מסחרי,9,12:10:00,פחית שתייה,שלילית,פחית קוקה קולה  נזרקה על המדרכה,זכר,20-29,רחוב מסחרי
310,49,2021-07-14 12:14:35,רמלה,8500,11:49:00,"31.9258613,34.8708895",ביאליק,רחוב מסחרי,10,12:11:00,שקית סופר,שלילית,שקית  סופר זרוק על המדרכה,נקבה,20-29,רחוב מסחרי
311,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,1,12:35:00,שקית ניילון,שלילית,שקית ניילון זרוק על המדרכה,זכר,20-29,רחוב מסחרי
312,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,2,12:36:00,בקבוק מים,שלילית,בקבוק מים על הכביש,זכר,20-29,רחוב מסחרי
313,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,3,12:38:00,קרטון,שלילית,קרטון ניזרק על הכביש,נקבה,20-29,רחוב מסחרי
314,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,4,12:39:00,מסטיק,שלילית,מסטיק דבוק על המדרכה,נקבה,20-29,רחוב מסחרי
315,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,5,12:40:00,בדל סיגריה,שלילית,מגדל סיגריה זרוק על המדרכה,זכר,20-29,רחוב מסחרי
316,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,6,12:41:00,כוסות חד פעמית,שלילית,כוס חד פעמי זרוק על הריצפה,נקבה,20-29,רחוב מסחרי
317,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,7,12:42:00,בקבוק זכוכית,שלילית,בקבוק בירה זרוק ליד העצים,נקבה,20-29,רחוב מסחרי
318,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,8,12:45:00,שקית ניילון,שלילית,שקית ניילון זרוק על המדרכה,נקבה,10-19,רחוב מסחרי
319,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,9,12:46:00,פחית קולה,שלילית,פחית קוקה קולה זרוקה על המדרכה,זכר,20-29,רחוב מסחרי
320,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,10,12:46:00,בדל סיגריה,שלילית,בדל סיגריה זרוק על המדרכה,נקבה,20-29,רחוב מסחרי
321,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,11,12:48:00,,שלילית,מסכה כירורגית על המדרכה,נקבה,10-19,רחוב מסחרי
322,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,12,12:49:00,מסטיק,שלילית,מסטיק דבוק על הרצפה,זכר,10-19,רחוב מסחרי
323,52,2021-07-14 13:04:38,רמלה,8500,12:32:00,"31.9345221,34.8674906",הרצל 50,רחוב מסחרי,13,12:51:00,כפפות גומי,שלילית,כפפות גומי זרוקות על המדרכה,זכר,20-29,רחוב מסחרי
324,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,1,12:30:00,מסיכה,חיובית,זרק והרים בחזרה,זכר,70 ומעלה,רחוב מגורים
325,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,2,12:40:00,מסיכה,שלילית,השליך מהרכב,זכר,30-49,רחוב מגורים
326,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,3,,,שלילית,,זכר,5-9,רחוב מגורים
327,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,4,13:20:00,שקית זבל,חיובית,זרקה לפח,נקבה,30-49,רחוב מגורים
328,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,5,,,שלילית,,זכר,5-9,רחוב מגורים
329,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,6,,,שלילית,,זכר,5-9,רחוב מגורים
330,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,7,,,שלילית,,זכר,5-9,רחוב מגורים
331,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,8,,,שלילית,,זכר,5-9,רחוב מגורים
332,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,9,,,שלילית,,זכר,5-9,רחוב מגורים
333,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,10,,,שלילית,,זכר,5-9,רחוב מגורים
334,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,11,,,שלילית,,זכר,5-9,רחוב מגורים
335,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,12,,,שלילית,,זכר,5-9,רחוב מגורים
336,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,13,,,שלילית,,זכר,5-9,רחוב מגורים
337,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,14,,,שלילית,,זכר,5-9,רחוב מגורים
338,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,15,,,שלילית,,זכר,5-9,רחוב מגורים
339,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,16,,,שלילית,,זכר,5-9,רחוב מגורים
340,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,17,,,שלילית,,זכר,5-9,רחוב מגורים
341,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,18,,,שלילית,,זכר,5-9,רחוב מגורים
342,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,19,,,שלילית,,זכר,5-9,רחוב מגורים
343,54,2021-07-14 13:36:24,הגלבוע,8,12:00:00,"32.51889958669892,35.42631108804639",חפיצבה,רחוב מגורים,20,,,שלילית,,זכר,5-9,רחוב מגורים
344,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,1,14:46:00,סיגריה,שלילית,סיגריה נזרקה באמצע הרחוב ליד התחנת אוטובוס,זכר,20-29,רחוב מגורים
345,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,2,14:48:00,מקל של סוכרייה,שלילית,ילד סיים לאכול סוכרייה והשליך את המקל לרצפה,זכר,5-9,רחוב מגורים
346,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,3,14:52:00,כוס שתייה חמה,שלילית,אדם סיים לשתות קפה והניח על החומה לאחר שסיים,זכר,20-29,רחוב מגורים
347,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,4,14:55:00,מקל ארטיק,שלילית,אדם סיים לאכול ארטיק והשליך את המקל לרחוב,נקבה,10-19,רחוב מגורים
348,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,5,,14:58,חיובית,אדם זרק בקבוק פלסטיק למחזורית,זכר,30-49,רחוב מגורים
349,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,6,,בקבוקי פלסטיק,חיובית,אדם זרק לפח 5 בקבוקי פלסטיק,נקבה,30-49,רחוב מגורים
350,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,7,,שקית ציטוס,שלילית,ילד אכל ציטוס וזרק את העטיפה ברחוב,זכר,5-9,רחוב מגורים
351,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,8,14:59:00,מגש פיצה,שלילית,חברים אכלו מגש מגש פיצה והשליכו אותו לצד הדרך,זכר,10-19,רחוב מגורים
352,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,9,15:01:00,צלחת חד פעמית,שלילית,אתה השתמש בצלחת והשליך אותה בצד הדרך,זכר,10-19,רחוב מגורים
353,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,10,15:08:00,איגלו ארוך,,ילד זרק איגלו ארוך לפח,זכר,5-9,רחוב מגורים
354,56,2021-07-14 15:25:38,רמלה,8500,14:24:00,,א.ס לוי,רחוב מגורים,11,15:13:00,,חיובית,אדם השליך חבילת סיגריות לפח,זכר,30-49,רחוב מגורים
355,57,2021-07-14 15:58:07,בית אל,3574,14:29:00,"31.9417584,35.2195018",ארץ חמדה תחילת הרחוב,רחוב מגורים,1,14:40:00,,חיובית,אדם השליך שקית אשפה לתוך מכולה,זכר,30-49,רחוב מגורים
356,57,2021-07-14 15:58:07,בית אל,3574,14:29:00,"31.9417584,35.2195018",ארץ חמדה תחילת הרחוב,רחוב מגורים,2,14:58:00,מסיכת קורונה,שלילית,לאישה נפלה מסיכת קורונה,נקבה,30-49,רחוב מגורים
357,57,2021-07-14 15:58:07,בית אל,3574,14:29:00,"31.9417584,35.2195018",ארץ חמדה תחילת הרחוב,רחוב מגורים,3,15:22:00,שקית אשפה,חיובית,אישה זרקה שקית זבל למכולה,נקבה,30-49,רחוב מגורים
358,57,2021-07-14 15:58:07,בית אל,3574,14:29:00,"31.9417584,35.2195018",ארץ חמדה תחילת הרחוב,רחוב מגורים,4,15:24:00,שקית אשפה,חיובית,ילד השליך שקית אשפה לתוך המכולה,זכר,10-19,רחוב מגורים
359,57,2021-07-14 15:58:07,בית אל,3574,14:29:00,"31.9417584,35.2195018",ארץ חמדה תחילת הרחוב,רחוב מגורים,5,15:33:00,פחית קולה,חיובית,נער זרק פחית למכולה,זכר,10-19,רחוב מגורים
360,57,2021-07-14 15:58:07,בית אל,3574,14:29:00,"31.9417584,35.2195018",ארץ חמדה תחילת הרחוב,רחוב מגורים,6,,מגש פיצה,שלילית,ילד השליך מגש 0יצב ליד המיחזור,זכר,5-9,רחוב מגורים
361,57,2021-07-14 15:58:07,בית אל,3574,14:29:00,"31.9417584,35.2195018",ארץ חמדה תחילת הרחוב,רחוב מגורים,7,,שקית אשפה,חיובית,גב4 השליך שקית אשפה לתוך המכולה,זכר,50-69,רחוב מגורים
362,58,2021-07-14 15:51:15,הגלבוע,8,12:40:00,"32.6133727,35.3933619",נאעורה ליד בית ספר יסודי,רחוב מגורים,1,14:45:00,פחית שתיה,שלילית,השלכה על הנדרכה,זכר,10-19,רחוב מגורים
363,58,2021-07-14 15:51:15,הגלבוע,8,12:40:00,"32.6133727,35.3933619",נאעורה ליד בית ספר יסודי,רחוב מגורים,2,14:50:00,עטיפת ארטיק,שלילית,השלכה על המדרכה,זכר,10-19,רחוב מגורים
364,58,2021-07-14 15:51:15,הגלבוע,8,12:40:00,"32.6133727,35.3933619",נאעורה ליד בית ספר יסודי,רחוב מגורים,3,14:45:00,,שלילית,השלכה על המדרכה,נקבה,10-19,רחוב מגורים
365,58,2021-07-14 15:51:15,הגלבוע,8,12:40:00,"32.6133727,35.3933619",נאעורה ליד בית ספר יסודי,רחוב מגורים,4,14:55:00,חטיף,שלילית,השלכה על המדרכה,זכר,10-19,רחוב מגורים
366,58,2021-07-14 15:51:15,הגלבוע,8,12:40:00,"32.6133727,35.3933619",נאעורה ליד בית ספר יסודי,רחוב מגורים,5,15:08:00,שקית אשפה,חיובית,זריקה לפח,נקבה,30-49,רחוב מגורים
367,58,2021-07-14 15:51:15,הגלבוע,8,12:40:00,"32.6133727,35.3933619",נאעורה ליד בית ספר יסודי,רחוב מגורים,6,,מסיכה,חיובית,השלכה לפח,נקבה,10-19,רחוב מגורים
368,59,2021-07-14 16:22:43,הגלבוע,8,10:30:00,"32.5507019,35.3936317",ליד המסגד,רחוב מגורים,1,10:45:00,קרטון,חיובית,נזרק לפח,נקבה,30-49,רחוב מגורים
369,60,2021-07-14 17:36:37,בית אל,3574,16:36:00,"31.9374525,35.2229352",דרך החלוצים,רחוב מגורים,1,16:50:00,מסכת קורונה,חיובית,ילד זרק למכולה,זכר,5-9,רחוב מגורים
370,60,2021-07-14 17:36:37,בית אל,3574,16:36:00,"31.9374525,35.2229352",דרך החלוצים,רחוב מגורים,2,16:57:00,טישו,שלילית,אמא אחת זרקה על הדשא בפארק,נקבה,30-49,רחוב מגורים
371,60,2021-07-14 17:36:37,בית אל,3574,16:36:00,"31.9374525,35.2229352",דרך החלוצים,רחוב מגורים,3,17:05:00,חתיכת נייר,שלילית,ילדה אחת זרקה על הדשא בפארק,נקבה,10-19,רחוב מגורים
372,60,2021-07-14 17:36:37,בית אל,3574,16:36:00,"31.9374525,35.2229352",דרך החלוצים,רחוב מגורים,4,17:13:00,קליפות אבטיח,שלילית,משפחה השאירה על הדשא בפארק,נקבה,20-29,רחוב מגורים
373,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,1,14:10:00,סגריה,שלילית,השליך לרצפה,זכר,30-49,מרכז מסחרי
374,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,2,14:20:00,סיגריה,חיובית,זרק לפח,זכר,20-29,מרכז מסחרי
375,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,3,14:25:00,שקית קטשופ,שלילית,נפל לרצפה,נקבה,30-49,מרכז מסחרי
376,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,4,14:30:00,מסכה,חיובית,זרק לפח,זכר,30-49,מרכז מסחרי
377,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,5,14:40:00,סיגריה,חיובית,זרק לפח,זכר,50-69,מרכז מסחרי
378,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,6,,סיגריה,חיובית,זרק לפח,זכר,30-49,מרכז מסחרי
379,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,7,,סיגריה,חיובית,זרק לפח,זכר,30-49,מרכז מסחרי
380,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,8,14:50:00,סיגריה,שלילית,השליכה לרצפה,נקבה,50-69,מרכז מסחרי
381,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,9,14:59:00,סיגריה,חיובית,זרקה לפח,נקבה,30-49,מרכז מסחרי
382,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,10,15:06:00,בקבוק קולה,,השאירה בשולחן,נקבה,30-49,מרכז מסחרי
383,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,11,15:10:00,,חיובית,זרקה לפח,נקבה,30-49,מרכז מסחרי
384,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,12,15:15:00,סיגריה,חיובית,זרקה לפח,נקבה,20-29,מרכז מסחרי
385,62,2021-07-14 17:25:20,הגלבוע,8,14:00:00,"32.61562175867288,35.28602228803387",תחנת דלק בית השיטה,מרכז מסחרי,13,15:40:00,בקבוקי פלסטיק,חיובית,זרק לפח,זכר,10-19,מרכז מסחרי
386,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,1,13:39:00,סיגריה,שלילית,השלכה,זכר,20-29,מרכז מסחרי
387,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,2,13:43:00,ארטיק,שלילית,השלכה,נקבה,5-9,מרכז מסחרי
388,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,3,13:49:00,ארטיק,חיובית,זריקה לפח,נקבה,5-9,מרכז מסחרי
389,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,4,13:52:00,שקית נילון,שלילית,השלכה מהחלון,נקבה,10-19,מרכז מסחרי
390,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,5,13:53:00,סיגריה,שלילית,השלכה,זכר,30-49,מרכז מסחרי
391,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,6,,מסיכה,חיובית,זרק לפח,זכר,30-49,מרכז מסחרי
392,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,7,,עטיפת ארטיק,שלילית,השלכה על האדמה,נקבה,10-19,מרכז מסחרי
393,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,8,13:55:00,שקית אשפה,חיובית,זרקה לפח,נקבה,50-69,מרכז מסחרי
394,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,9,14:01:00,שקית אשפה,חיובית,לפח,נקבה,50-69,מרכז מסחרי
395,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,10,14:03:00,כוס פלסטיק,,השלכה על האדמה,זכר,30-49,מרכז מסחרי
396,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,11,14:03:00,,שלילית,השלכה מהאוטו,זכר,30-49,מרכז מסחרי
397,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,12,14:10:00,שקית אשפה,חיובית,לפח,נקבה,30-49,מרכז מסחרי
398,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,13,14:11:00,ככס פלסטיק,שלילית,השלכה,זכר,20-29,מרכז מסחרי
399,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,14,14:15:00,כרטיס נייר,חיובית,לפח,זכר,10-19,מרכז מסחרי
400,63,2021-07-14 18:18:05,הגלבוע,8,13:35:00,,מוקיבלה ליד המסגד,מרכז מסחרי,15,14:17:00,סיגריה,שלילית,השלכה על המדרכה,זכר,30-49,מרכז מסחרי
401,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,1,11:23:00,שקית נילון,שלילית,השלכה מחוץ לפח,זכר,5-9,רחוב מגורים
402,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,2,11:49:00,עטיפת חטיף,שלילית,השלכה על האדמה,נקבה,5-9,רחוב מגורים
403,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,3,11:51:00,מסיכה,חיובית,לחח,נקבה,10-19,רחוב מגורים
404,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,4,11:57:00,שקית אשפנ,חיובית,לפח,נקבה,50-69,רחוב מגורים
405,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,5,12:02:00,סיגריה,שלילית,השלכה מרכב,זכר,10-19,רחוב מגורים
406,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,6,,כוס קפה,שלילית,השלכה מרכב נוסע,זכר,10-19,רחוב מגורים
407,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,7,,שקית,חיובית,לפח,נקבה,50-69,רחוב מגורים
408,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,8,12:02:00,נייר,שלילית,השלכה,זכר,10-19,רחוב מגורים
409,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,9,12:02:00,נילון,חיובית,לפח,נקבה,30-49,רחוב מגורים
410,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,10,12:37:00,כוס פלסטעק,,לפח,זכר,20-29,רחוב מגורים
411,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,11,13:15:00,,שלילית,השלכה,זכר,20-29,רחוב מגורים
412,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,12,13:16:00,שקית אשפנ,חיובית,לפח,נקבה,30-49,רחוב מגורים
413,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,13,13:17:00,סיגריה,שלילית,השלכה,זכר,20-29,רחוב מגורים
414,64,2021-07-14 18:34:54,הגלבוע,8,11:20:00,"32.5153794,35.2938927",צנדלה,רחוב מגורים,14,13:17:00,נייר,חיובית,לפח,זכר,10-19,רחוב מגורים
415,65,2021-07-14 18:56:31,הגלבוע,8,16:10:00,"32.6053042,35.2923735",אזור תעשיה ותחנת דלק תל יוסף,אזור תעשייה,1,16:30:00,בדל סיגריה,שלילית,השלכת בדל סיגריה על המדרכה,זכר,30-49,אזור תעשייה
416,65,2021-07-14 18:56:31,הגלבוע,8,16:10:00,"32.6053042,35.2923735",אזור תעשיה ותחנת דלק תל יוסף,אזור תעשייה,2,16:45:00,,שלילית,השלכת בדל סיגריה על המדרכה,זכר,30-49,אזור תעשייה
417,65,2021-07-14 18:56:31,הגלבוע,8,16:10:00,"32.6053042,35.2923735",אזור תעשיה ותחנת דלק תל יוסף,אזור תעשייה,3,16:55:00,בדל סגריה,שלילית,השלכת בדל סיגריה על הכביש,זכר,20-29,אזור תעשייה
418,66,2021-07-14 18:58:26,הגלבוע,8,16:54:00,"32.5153657,35.2938338",טייבה,רחוב מגורים,1,17:00:00,נילון,חיובית,לפח,נקבה,50-69,רחוב מגורים
419,66,2021-07-14 18:58:26,הגלבוע,8,16:54:00,"32.5153657,35.2938338",טייבה,רחוב מגורים,2,17:00:00,כוס,שלילית,השלכה,זכר,20-29,רחוב מגורים
420,66,2021-07-14 18:58:26,הגלבוע,8,16:54:00,"32.5153657,35.2938338",טייבה,רחוב מגורים,3,17:06:00,נייר,שלילית,השלכה,זכר,10-19,רחוב מגורים
421,66,2021-07-14 18:58:26,הגלבוע,8,16:54:00,"32.5153657,35.2938338",טייבה,רחוב מגורים,4,17:07:00,שקית אשפנ,חיובית,לפח,נקבה,30-49,רחוב מגורים
422,66,2021-07-14 18:58:26,הגלבוע,8,16:54:00,"32.5153657,35.2938338",טייבה,רחוב מגורים,5,17:12:00,סיגריה,שלילית,השלכה,זכר,30-49,רחוב מגורים
423,66,2021-07-14 18:58:26,הגלבוע,8,16:54:00,"32.5153657,35.2938338",טייבה,רחוב מגורים,6,17:59:00,קרטון,חיובית,לפח,נקבה,20-29,רחוב מגורים
424,66,2021-07-14 18:58:26,הגלבוע,8,16:54:00,"32.5153657,35.2938338",טייבה,רחוב מגורים,7,18:03:00,קרטון,חיובית,לפח,נקבה,5-9,רחוב מגורים
425,66,2021-07-14 18:58:26,הגלבוע,8,16:54:00,"32.5153657,35.2938338",טייבה,רחוב מגורים,8,17:14:00,אריזת קרטון,חיובית,לפי,זכר,5-9,רחוב מגורים
426,66,2021-07-14 18:58:26,הגלבוע,8,16:54:00,"32.5153657,35.2938338",טייבה,רחוב מגורים,9,17:14:00,סיגריה,שלילית,השלכה מרכב,זכר,20-29,רחוב מגורים
427,66,2021-07-14 18:58:26,הגלבוע,8,16:54:00,"32.5153657,35.2938338",טייבה,רחוב מגורים,10,17:14:00,כוס,,השארה במרום,נקבה,10-19,רחוב מגורים
